School Year,RCDT Code,District Name,Enrollment Range,Enrollment Count,Salary Program,Month Salary Schedule Adopted,Signed Written Agreement,Local Affiliation,Meeting(s) Between School Board and Superintendent Based on Discussions With Teachers,Salary Program (Merit or Performance),Severance Pay,Early Retirement Program,Sick Leave Bank,Direct Reimbursement for Expenses,Leave with Pay,Sick Leave > 80 Days,Bachelor's Beginning Salary,Bachelor's Maximum Salary,Bachelor's Years to Max,Master's Beginning Salary,Master's Maximum Salary,Master's Years to Max,Master's 30-32+ Beginning Salary,Master's 30-32+ Maximum Salary,Master's 30-32+ Years to Max,Highest Scheduled Salary,Years to Highest Scheduled Salary,Education Level Required to Reach Highest Salary,Additional Hours Required to Reach Highest Salary,All Full-time Employees Eligible to Receive the Same Fringe Benefit Coverage,Teacher Retirement System Monies Included in Salary Schedule,Percentage of Board Paid TRS (Part D),Annual Dental Premium for Employee,Percentage of Employee Dental Paid by Employer,Annual Dental Premium for Family,Percentage of Family Dental Paid by Employer,Annual Disability Insurance Premium for Employee,Percentage of Employee Disability Insurance Paid by Employer,Annual Disability Insurance Premium for Family,Percentage of Family Disability Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Employee,Percentage of Employee Hospitalization Insurance Paid by Employer,Annual Hospitalization Insurance Premium for Family,Percentage of Family Hospitalization Insurance Paid by Employer,Annual Life Insurance Premium for Employee,Percentage of Employee Life Insurance Paid by Employer,Annual Life Insurance Premium for Family,Percentage of Family Life Insurance Paid by Employer,Annual Prescription Insurance Premium for Employee,Percentage of Employee Prescription Insurance Paid by Employer,Annual Prescription Insurance Premium for Family,Percentage of Family Prescription Insurance Paid by Employer,Annual Vision Insurance Premium for Employee,Percentage of Employee Vision Insurance Paid by Employer,Annual Vision Insurance Premium for Family,Percentage of Family Vision Insurance Paid by Employer,Cafeteria Plan 1,Cafeteria Plan 2,Cafeteria Plan 3,Cafeteria Plan 4,CAFTERIA PLAN (1-4) MEMBER COST,CAFTERIA PLAN (1-4) MEMBER PERCENT PAID BY EMPLOYER,CAFTERIA PLAN (1-4) FAMILY COST,CAFTERIA PLAN (1-4) FAMILY PERCENT PAID BY EMPLOYER,OTHER BENEFIT TYPE 1,OTHER BENEFIT TYPE 2,OTHER BENEFIT TYPE 3,OTHER BENEFIT TYPE 4,OTHER BENEFITS (1-4) MEMBER COST,OTHER BENEFITS (1-4) MEMBER PERCENT PAID BY EMPLOYER,OTHER BENEFITS (1-4) FAMILY COST,OTHER BENEFITS (1-4) FAMILY PERCENT PAID BY EMPLOYER,EXPIRATION DATE OF CONTRACT,MASTERS 10TH YEAR SALARY,DOES CONTRACT CONTAIN FAIR SHARE PROVISION?,LONGEVITY PAY PROVIDED BY CONTRACT?,LONGEVITY BACHELORS MAXIMUM,YEARS TO LONGEVITY BACHELORS MAXIMUM,LONGEVITY MASTERS MAXIMUM,YEARS TO LONGEVITY MASTERS MAXIMUM,LONGEVITY MASTERS 30-32+ MAXIMUM ,YEARS TO LONGEVITY MASTERS 30-32+ MAXIMUM ,LONGEVITY HIGHEST SCHEDULED SALARY MAXIMUM,LONGEVITY HIGHEST YEAR SCHEDULED SALARY MAXIMUM,"DAYS PERSONAL, BUSINESS OR EMERGENCY LEAVE W/PAY",DAYS SICK LEAVE ACCUnlimitedMUnlimitedLATION BEYOND 180 DAYS
2019,48072325026,Peoria Heights CUSD 325,500-999,946,Salary Schedule,July,Yes,IFT-AFT,,,,Yes,,Yes,Yes,Yes,"$38,461.00","$74,164.00",32,"$39,395.00","$80,308.00",34,"$40,298.00","$86,049.00",36,"$86,049.00",36,Master's,30,Yes,No,9.9,$368.00,95,"$1,259.00",60,$3.00,100,NULL,NULL,"$5,976.00",95,"$18,972.00",60,$23.00,100,NULL,100,NULL,95,NULL,60,$60.00,95,$376.00,60,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$47,317.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,340
2019,48072326026,Princeville CUSD 326,500-999,779,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,Yes,Yes,Yes,"$37,540.00","$53,265.00",18,"$41,440.00","$64,565.00",26,"$44,440.00","$74,965.00",34,"$74,965.00",34,Master's,30,Yes,Yes,0,$432.00,0,"$1,441.00",0,NULL,NULL,NULL,NULL,"$5,220.00",91,"$11,520.00",81,$21.00,100,NULL,NULL,NULL,91,NULL,81,$75.00,0,$233.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$49,765.00",2,1,"$53,565.00",19,"$65,165.00",27,75565,35,"$75,565.00",35,2,340
2019,48072327026,Illini Bluffs CUSD 327,500-999,990,Salary Schedule,June,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$37,276.00","$49,427.00",22,"$40,694.00","$62,496.00",32,"$43,123.00","$77,553.00",43,"$77,553.00",43,Master's,30,Yes,Yes,0,$432.00,90,"$1,008.00",80,$0.00,0,$0.00,0,"$5,220.00",90,"$11,520.00",80,$25.00,100,$0.00,0,$0.00,0,$0.00,0,$75.00,0,$158.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-21,"$44,680.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,240
2019,48072328003,Hollis Cons SD 328,Under 500,169,Policy No Schedule,June,No,NULL,Yes,,,,,Yes,Yes,Yes,"$33,285.00","$45,990.00",21,"$35,007.00","$51,582.00",29,"$36,729.00","$54,306.00",29,"$54,306.00",29,Master's,30,Yes,Yes,5,$432.00,75,"$1,008.00",0,$6.00,100,$0.00,0,"$5,220.00",75,"$11,520.00",0,$24.00,100,$0.00,0,$0.00,0,$0.00,0,$75.00,0,$159.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$41,097.00",NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,240
2019,49081029002,Hampton SD 29,Under 500,230,Policy No Schedule,April,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$40,792.00","$45,060.00",11,"$43,688.00","$48,259.00",11,"$46,384.00","$51,198.00",11,"$51,198.00",11,Master's,30,Yes,No,0,$391.00,91,$825.00,0,NULL,NULL,NULL,NULL,"$8,685.00",91,"$7,912.00",0,$46.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$68.00,91,$83.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$48,259.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,U
2019,49081030017,United Twp HSD 30,"1,000-2,999",2151,Salary Schedule,July,Yes,IEA-NEA,,,Yes,,Yes,,Yes,Yes,"$39,786.00","$67,635.00",13,"$46,151.00","$97,871.00",24,"$51,721.00","$103,442.00",24,"$103,442.00",24,Master's,30,Yes,Yes,9,$411.00,0,$971.00,0,NULL,NULL,NULL,NULL,"$7,822.00",81,"$10,748.00",57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,$57.00,84,$67.00,100,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-21,"$68,033.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,49081030041,United Twp Area Career Ctr,Under 500,NULL,Salary Schedule,July,Yes,IEA-NEA,,,Yes,,Yes,,Yes,Yes,"$39,786.00","$67,635.00",13,"$46,151.00","$97,871.00",24,"$51,721.00","$103,442.00",24,"$103,442.00",24,Master's,30,Yes,Yes,9,$411.00,0,$971.00,0,NULL,NULL,NULL,NULL,"$7,822.00",81,"$10,748.00",57,$54.00,100,$0.00,0,NULL,NULL,NULL,NULL,$57.00,84,$67.00,100,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-21,"$68,033.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,49081034002,Silvis SD 34,500-999,713,Policy No Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$37,500.00","$62,239.00",23,"$39,015.00","$75,472.00",30,"$40,591.00","$96,560.00",41,"$96,560.00",41,Master's,30,Yes,Yes,0,$255.00,0,$949.00,0,NULL,NULL,NULL,NULL,"$7,314.00",100,"$15,880.00",70,$25.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$84.00,0,$244.00,0,,,,,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,"$2,100.00",100,"$2,100.00",100,Jun-21,"$45,500.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,598
2019,49081036002,Carbon Cliff-Barstow SD 36,Under 500,340,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$41,098.00","$65,019.00",24,"$44,799.00","$79,150.00",24,"$48,855.00","$86,605.00",24,"$86,605.00",24,Master's,30,Yes,No,9.9,$300.00,0,"$1,099.00",0,$0.00,0,$0.00,0,"$6,985.00",100,"$10,920.00",0,$170.00,100,$0.00,0,$0.00,100,$0.00,0,$93.00,0,$289.00,0,Health,,,,"$2,400.00",100,$0.00,0,7,NULL,NULL,NULL,$900.00,100,$0.00,0,Jun-21,"$55,872.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,49081040022,Moline-Coal Valley CUSD 40,"6,000-11,999",7986,Salary Schedule,September or later,Yes,IEA-NEA,,,,Yes,Yes,,Yes,Yes,"$42,032.00","$79,593.00",16,"$48,326.00","$98,892.00",21,"$52,534.00","$106,124.00",22,"$106,124.00",22,Master's,30,Yes,Yes,9.9,$336.00,80,$488.00,75,$252.00,100,$0.00,0,"$5,406.00",80,"$7,271.00",75,$74.00,100,$13.00,0,$0.00,80,$0.00,75,$0.00,0,$0.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$71,060.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,49081041025,Rock Island SD 41,"6,000-11,999",7566,Salary Schedule,September or later,Yes,IEA-NEA,,,,Yes,Yes,,Yes,Yes,"$43,760.00","$77,842.00",13,"$50,767.00","$92,258.00",16,"$55,251.00","$99,402.00",17,"$111,556.00",17,Doctor's,0,Yes,Yes,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$7,533.00",83,"$17,976.00",80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,80,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-19,"$72,636.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,49081100026,Riverdale CUSD 100,"1,000-2,999",1682,Policy No Schedule,August,Yes,IEA-NEA,,,Yes,Yes,Yes,Yes,Yes,Yes,"$35,107.00","$61,436.00",19,"$39,319.00","$63,894.00",20,NULL,NULL,NULL,"$68,458.00",21,Master's,24,No,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,273.00",95,"$12,767.00",75,$54.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$51,256.00",1,1,"$76,679.00",34,"$79,137.00",34,NULL,NULL,"$83,701.00",34,2,400
2019,49081200026,Sherrard CUSD 200,"1,000-2,999",1577,Salary Schedule,July,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$36,950.00","$67,850.00",35,"$40,700.00","$69,350.00",35,"$44,450.00","$73,100.00",35,"$73,100.00",35,Master's,32,Yes,Yes,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$6,300.00",100,"$12,564.00",0,$41.00,100,$0.00,0,$0.00,100,$0.00,0,$74.00,100,$120.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jul-21,"$47,750.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,U
2019,49081300026,Rockridge CUSD 300,"1,000-2,999",1180,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,,Yes,Yes,"$37,556.00","$59,439.00",17,"$41,438.00","$67,066.00",19,$0.00,$0.00,0,"$70,503.00",19,Master's,24,Yes,Yes,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,812.00",63,"$9,364.00",0,$76.00,100,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$53,574.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,360
2019,49081865060,Black Hawk Area Sp Ed District,Under 500,NULL,Salary Schedule,June,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$36,378.00","$56,150.00",17,"$39,377.00","$67,745.00",21,"$42,623.00","$73,330.00",21,"$76,292.00",21,Doctor's,70,Yes,No,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,Prescription,Annuity,,"$3,757.00",62,"$25,034.00",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-20,"$50,266.00",1,1,"$85,439.00",34,"$93,387.00",34,101086,34,"$105,169.00",34,U,U
2019,50082019026,Mascoutah CUD 19,"3,000-5,999",4280,Salary Schedule,September or later,Yes,IEA-NEA,,,Yes,,Yes,,Yes,Yes,"$41,565.00","$74,703.00",20,"$45,862.00","$82,626.00",21,"$49,445.00","$86,302.00",21,"$86,302.00",22,Master's,45,Yes,No,9.9,$432.00,100,"$1,200.00",100,NULL,NULL,NULL,NULL,"$6,252.00",100,"$13,848.00",48,NULL,NULL,NULL,NULL,NULL,100,NULL,48,$84.00,100,$246.00,100,Life Insurance,,,,"$6,000.00",100,"$6,000.00",100,1,2,3,5,"$6,000.00",100,"$6,000.00",100,Jun-21,"$56,829.00",2,1,"$76,719.00",21,"$85,076.00",22,88780,23,"$88,780.00",23,2,380
2019,50082030003,St Libory Cons SD 30,Under 500,94,Salary Schedule,July,Yes,IFT-AFT,,,Yes,,,Yes,Yes,,"$29,126.00","$54,776.00",30,"$31,413.00","$57,063.00",30,$0.00,$0.00,NULL,"$57,063.00",30,Master's,0,Yes,No,9.9,$0.00,0,$0.00,0,$0.00,0,$0.00,0,"$5,300.00",100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,,,,,"$4,000.00",100,NULL,NULL,7,NULL,NULL,NULL,"$1,500.00",100,NULL,NULL,Jul-20,"$39,991.00",1,1,"$58,062.00",33,"$60,486.00",33,NULL,NULL,"$60,486.00",33,4,NULL
2019,50082040026,Marissa CUSD 40,500-999,659,Salary Schedule,August,Yes,IEA-NEA,,,,Yes,Yes,,Yes,,"$38,748.00","$65,781.00",31,"$40,946.00","$67,430.00",31,"$42,046.00","$69,078.00",31,"$69,078.00",31,Master's,16,Yes,Yes,9,$457.00,0,$807.00,0,NULL,0,NULL,0,"$9,168.00",100,"$11,088.00",0,NULL,100,NULL,0,NULL,100,NULL,0,$93.00,0,$148.00,0,Health,,,,"$6,000.00",0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$48,391.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
2019,50082060026,New Athens CUSD 60,Under 500,562,Salary Schedule,September or later,Yes,IEA-NEA,,,,,,,,,"$34,947.00","$47,868.00",15,"$39,844.00","$64,389.00",22,NULL,NULL,NULL,"$68,583.00",22,,NULL,Yes,Yes,9,$0.00,NULL,NULL,NULL,$0.00,NULL,NULL,NULL,"$8,400.00",100,NULL,NULL,$0.00,NULL,NULL,NULL,$0.00,100,NULL,NULL,$0.00,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$47,774.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,50082070004,Freeburg CCSD 70,500-999,814,Salary Schedule,September or later,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$42,800.00","$58,152.00",12,"$49,496.00","$80,160.00",20,NULL,NULL,NULL,"$83,497.00",20,,NULL,Yes,Yes,9.9,$457.00,100,$0.00,0,$0.00,0,$0.00,0,"$9,660.00",100,$0.00,0,$12.00,100,$0.00,0,$0.00,100,$0.00,0,$0.00,0,$0.00,0,,Life Insurance,,,"$9,660.00",100,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-23,"$62,848.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,440
2019,50082077016,Freeburg CHSD 77,500-999,692,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$40,879.00","$62,263.00",31,"$47,473.00","$82,604.00",31,$0.00,$0.00,NULL,"$89,945.00",31,Master's,24,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,"$9,564.00",100,"$11,652.00",80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-23,"$61,220.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,380
2019,50082085002,Shiloh Village SD 85,500-999,626,Salary Schedule,August,Yes,IFT-AFT,,,,,Yes,Yes,,Yes,"$38,219.00","$69,127.00",25,"$41,369.00","$76,322.00",25,NULL,NULL,NULL,"$79,406.00",25,Master's,24,Yes,Yes,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$6,063.00",100,NULL,NULL,$14.00,100,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-20,"$51,665.00",1,1,"$80,007.00",34,"$85,705.00",34,NULL,NULL,"$90,285.00",34,NULL,U
2019,50082090004,O Fallon CCSD 90,"3,000-5,999",3882,Policy No Schedule,September or later,Yes,IFT-AFT,,,Yes,,Yes,Yes,Yes,Yes,"$33,660.00",$0.00,NULL,"$36,660.00",$0.00,NULL,"$38,000.00",$0.00,NULL,"$43,000.00",NULL,Doctor's,0,Yes,No,4.7,$575.00,0,$958.00,0,NULL,NULL,NULL,NULL,"$8,150.00",98,"$9,857.00",64,$14.00,100,$0.00,0,NULL,98,NULL,64,$88.00,0,$146.00,0,,,,,$0.00,0,$0.00,0,5,NULL,NULL,NULL,$14.00,0,$0.00,0,Aug-21,$0.00,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,U
2019,50082104002,Central SD 104,500-999,691,Salary Schedule,July,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$37,064.00","$53,195.00",13,"$39,064.00","$76,188.00",30,NULL,NULL,NULL,"$77,794.00",30,Master's,24,Yes,Yes,9.9,$401.00,0,$666.00,0,$0.00,0,$0.00,0,"$6,201.00",100,"$12,860.00",0,$14.00,100,$0.00,0,NULL,100,NULL,0,$113.00,0,$179.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$50,432.00",2,1,"$56,492.00",35,"$79,484.00",36,0,0,"$81,091.00",36,3,U
2019,50082105002,Pontiac-W Holliday SD 105,500-999,821,Salary Schedule,May,Yes,IFT-AFT,,,Yes,,,,Yes,Yes,"$37,333.00","$66,458.00",20,"$40,035.00","$72,642.00",20,"$42,081.00","$74,733.00",20,"$74,733.00",20,Master's,30,Yes,No,9,$435.00,100,$921.00,0,NULL,NULL,NULL,NULL,"$8,955.00",85,"$16,597.00",0,$60.00,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-22,"$53,949.00",1,1,"$71,898.00",32,"$78,082.00",32,80173,32,"$80,173.00",32,3,360
2019,50082110004,Grant CCSD 110,500-999,649,Salary Schedule,August,Yes,IFT-AFT,,,,,Yes,Yes,Yes,,"$37,895.00","$57,495.00",34,"$41,395.00","$60,995.00",34,"$44,195.00","$63,795.00",34,"$63,795.00",34,Master's,30,Yes,No,9.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"$8,760.00",100,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$47,695.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
2019,50082113002,Wolf Branch SD 113,500-999,823,Salary Schedule,June,Yes,IFT-AFT,,,,,Yes,Yes,,Yes,"$39,312.00","$80,449.00",30,"$42,553.00","$87,081.00",30,"$45,158.00","$92,411.00",30,"$92,411.00",30,Master's,24,Yes,Yes,9.9,$220.00,0,$548.00,0,$0.00,0,$0.00,0,"$7,398.00",100,"$9,041.00",20,$30.00,100,$0.00,0,$0.00,0,$0.00,0,$110.00,0,$175.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Aug-20,"$53,143.00",1,1,"$85,385.00",34,"$92,424.00",34,98096,34,"$98,096.00",34,NULL,120
2019,50082115002,Whiteside SD 115,"1,000-2,999",1479,Salary Schedule,June,Yes,IFT-AFT,,,,,Yes,Yes,,Yes,"$39,331.00","$56,731.00",13,"$41,610.00","$72,174.00",21,"$43,433.00","$80,763.00",24,"$80,763.00",24,Master's,32,Yes,Yes,0,$478.00,0,"$1,188.00",0,NULL,NULL,NULL,NULL,"$7,715.00",100,"$9,335.00",19,$25.00,100,NULL,NULL,NULL,100,NULL,19,$92.00,0,$146.00,0,Life Insurance,,,,"$1,800.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$53,314.00",2,1,"$58,433.00",14,"$74,339.00",22,83186,25,"$83,186.00",25,NULL,360
2019,50082116002,High Mount SD 116,Under 500,473,Salary Schedule,September or later,Yes,IFT-AFT,,,,Yes,,Yes,Yes,,"$40,130.00","$62,359.00",18,"$43,294.00","$71,288.00",20,"$45,566.00","$75,239.00",20,"$75,239.00",20,Master's,30,Yes,Yes,9.9,$230.00,100,$0.00,0,$0.00,0,$0.00,0,"$5,557.00",100,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$0.00,0,$91.00,100,$0.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,$0.00,0,$0.00,0,Jun-19,"$54,644.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL
2019,50082118002,Belleville SD 118,"3,000-5,999",4396,Salary Schedule,July,Yes,IFT-AFT,,,,,Yes,,Yes,Yes,"$37,190.00","$67,513.00",14,"$40,810.00","$75,250.00",16,"$44,584.00","$82,513.00",18,"$82,513.00",18,Master's,32,Yes,No,9,$331.00,100,$756.00,50,NULL,NULL,NULL,NULL,"$8,400.00",100,"$10,296.00",50,$12.00,100,$0.00,0,NULL,100,NULL,50,$93.00,0,$148.00,0,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$65,098.00",1,1,"$70,180.00",30,"$77,917.00",30,85179,30,"$85,179.00",30,2,U
2019,50082119002,Belle Valley SD 119,"1,000-2,999",1204,Salary Schedule,August,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$40,793.00","$79,734.00",33,"$42,189.00","$83,016.00",33,"$43,585.00","$85,265.00",33,"$85,265.00",33,Master's,32,Yes,No,9.9,$457.00,0,$807.00,0,NULL,NULL,NULL,NULL,"$8,304.00",100,"$10,032.00",37,$12.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$93.00,0,$151.00,0,Life Insurance,,,,"$2,400.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-21,"$48,732.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,U
2019,50082130004,Smithton CCSD 130,500-999,552,Salary Schedule,April,Yes,IFT-AFT,,,,,,Yes,Yes,Yes,"$38,611.00","$56,443.00",14,"$47,452.00","$74,823.00",21,NULL,NULL,NULL,"$80,696.00",23,Master's,24,Yes,No,9.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Prescription,Cash,,,"$7,114.00",91,"$18,512.00",10,8,NULL,NULL,NULL,"$4,400.00",100,NULL,NULL,Jul-23,"$59,873.00",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,350
2019,50082160004,Millstadt CCSD 160,500-999,820,Salary Schedule,August,Yes,IEA-NEA,,,Yes,,Yes,Yes,Yes,Yes,"$34,194.00","$74,012.00",29,"$38,942.00","$79,068.00",29,"$41,336.00","$81,816.00",29,"$81,816.00",29,Master's,24,Yes,No,9.9,$186.00,0,$682.00,0,$0.00,0,$0.00,0,"$6,168.00",75,"$18,503.00",75,$14.00,100,$0.00,0,NULL,75,NULL,75,$91.00,0,$245.00,0,,,,,$0.00,0,$0.00,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$53,867.00",1,1,"$82,089.00",30,"$87,640.00",30,89915,30,"$89,915.00",30,2,340
2019,50082175002,Harmony Emge SD 175,500-999,972,Salary Schedule,May,Yes,IFT-AFT,,,Yes,,Yes,,Yes,Yes,"$37,423.00","$75,692.00",24,"$41,348.00","$79,616.00",24,"$45,276.00","$83,544.00",24,"$85,508.00",24,Certificate of Advanced Study (or 6 Year Specialist Certificate),0,Yes,No,9.9,$457.00,0,$807.00,0,$0.00,0,$0.00,0,"$10,452.00",90,"$12,780.00",56,$12.00,100,$0.00,0,NULL,90,NULL,56,$93.00,0,$148.00,0,Life Insurance,,,,"$4,200.00",100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Jun-21,"$52,643.00",1,1,"$76,828.00",25,"$80,811.00",25,84797,25,"$86,790.00",25,3,U
2019,50082181002,Signal Hill SD 181,Under 500,405,Salary Schedule,August,Yes,IEA-NEA,,,,,Yes,Yes,Yes,Yes,"$35,616.00","$76,576.00",32,"$37,525.00","$80,679.00",32,NULL,NULL,NULL,"$80,679.00",32,Master's,36,Yes,No,9.9,$407.00,100,"$1,206.00",33,NULL,NULL,NULL,NULL,"$7,260.00",100,"$21,787.00",33,$12.00,100,NULL,NULL,NULL,NULL,NULL,NULL,$87.00,100,$271.00,32,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Aug-19,"$46,863.00",1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,420
